file_path,category
augmented_audio_dataset\Four\pitch_down_350.wav,Four
augmented_audio_dataset\Right\noise_971.wav,Right
augmented_audio_dataset\Six\speed_down_1111.wav,Six
augmented_audio_dataset\Bed\reversed_44.wav,Bed
augmented_audio_dataset\Marvin\shift_backward_652.wav,Marvin
augmented_audio_dataset\On\pitch_up_865.wav,On
augmented_audio_dataset\tree\speed_down_1262.wav,tree
augmented_audio_dataset\three\shift_forward_1211.wav,three
augmented_audio_dataset\Six\volume_up_1100.wav,Six
augmented_audio_dataset\Eight\reversed_187.wav,Eight
augmented_audio_dataset\Off\speed_down_791.wav,Off
augmented_audio_dataset\tree\original_1238.wav,tree
augmented_audio_dataset\up\original_1352.wav,up
augmented_audio_dataset\Right\volume_down_967.wav,Right
augmented_audio_dataset\Stop\original_1131.wav,Stop
augmented_audio_dataset\Go\speed_up_392.wav,Go
augmented_audio_dataset\up\shift_forward_1370.wav,up
processed_recorded_audio\visual\visual_25.wav,visual
augmented_audio_dataset\No\volume_down_767.wav,No
augmented_audio_dataset\Left\reversed_610.wav,Left
augmented_audio_dataset\Seven\speed_down_1012.wav,Seven
augmented_audio_dataset\Left\pitch_down_587.wav,Left
augmented_audio_dataset\up\pitch_up_1388.wav,up
augmented_audio_dataset\Dog\noise_130.wav,Dog
augmented_audio_dataset\up\shift_backward_1354.wav,up
processed_recorded_audio\Right\Right_53.wav,Right
augmented_audio_dataset\Learn\pitch_down_560.wav,Learn
augmented_audio_dataset\visual\noise_1422.wav,visual
processed_recorded_audio\Six\Six_42.wav,Six
augmented_audio_dataset\tree\speed_down_1275.wav,tree
augmented_audio_dataset\two\original_1309.wav,two
augmented_audio_dataset\Happy\shift_backward_444.wav,Happy
augmented_audio_dataset\Four\shift_backward_341.wav,Four
augmented_audio_dataset\Four\noise_375.wav,Four
augmented_audio_dataset\Happy\pitch_up_466.wav,Happy
augmented_audio_dataset\two\reversed_1315.wav,two
augmented_audio_dataset\Follow\shift_backward_255.wav,Follow
augmented_audio_dataset\zero\noise_1518.wav,zero
augmented_audio_dataset\Forward\reversed_299.wav,Forward
augmented_audio_dataset\zero\shift_forward_1532.wav,zero
augmented_audio_dataset\Bird\volume_up_84.wav,Bird
augmented_audio_dataset\Down\speed_down_157.wav,Down
augmented_audio_dataset\Backward\shift_forward_7.wav,Backward
augmented_audio_dataset\Six\pitch_up_1101.wav,Six
processed_recorded_audio\two\two_14.wav,two
augmented_audio_dataset\yes\original_1473.wav,yes
processed_recorded_audio\One\One_27.wav,One
augmented_audio_dataset\House\pitch_up_533.wav,House
augmented_audio_dataset\On\shift_forward_868.wav,On
augmented_audio_dataset\Happy\original_469.wav,Happy
augmented_audio_dataset\Bed\shift_forward_47.wav,Bed
processed_recorded_audio\Marvin\Marvin_27.wav,Marvin
processed_recorded_audio\tree\tree_44.wav,tree
augmented_audio_dataset\up\noise_1392.wav,up
augmented_audio_dataset\House\volume_down_533.wav,House
augmented_audio_dataset\No\pitch_down_742.wav,No
processed_recorded_audio\House\House_05.wav,House
augmented_audio_dataset\No\volume_up_763.wav,No
augmented_audio_dataset\three\volume_up_1177.wav,three
augmented_audio_dataset\zero\shift_forward_1522.wav,zero
augmented_audio_dataset\No\pitch_up_745.wav,No
augmented_audio_dataset\On\speed_up_828.wav,On
augmented_audio_dataset\Nine\reversed_696.wav,Nine
augmented_audio_dataset\yes\pitch_up_1495.wav,yes
augmented_audio_dataset\Stop\speed_down_1127.wav,Stop
augmented_audio_dataset\three\reversed_1189.wav,three
augmented_audio_dataset\Four\reversed_360.wav,Four
augmented_audio_dataset\Left\volume_up_599.wav,Left
augmented_audio_dataset\Dog\volume_down_122.wav,Dog
augmented_audio_dataset\tree\noise_1257.wav,tree
augmented_audio_dataset\up\shift_forward_1398.wav,up
augmented_audio_dataset\two\volume_up_1321.wav,two
processed_recorded_audio\Go\Go_04.wav,Go
augmented_audio_dataset\Stop\speed_up_1145.wav,Stop
augmented_audio_dataset\One\noise_879.wav,One
augmented_audio_dataset\Bird\shift_forward_70.wav,Bird
augmented_audio_dataset\Go\volume_down_419.wav,Go
augmented_audio_dataset\tree\original_1240.wav,tree
augmented_audio_dataset\up\pitch_down_1388.wav,up
augmented_audio_dataset\Go\speed_up_425.wav,Go
augmented_audio_dataset\One\speed_down_907.wav,One
augmented_audio_dataset\Six\noise_1094.wav,Six
augmented_audio_dataset\Right\original_935.wav,Right
augmented_audio_dataset\yes\volume_down_1468.wav,yes
augmented_audio_dataset\Bird\reversed_74.wav,Bird
processed_recorded_audio\Six\Six_18.wav,Six
augmented_audio_dataset\Stop\shift_forward_1170.wav,Stop
augmented_audio_dataset\Left\volume_down_631.wav,Left
augmented_audio_dataset\Off\original_822.wav,Off
augmented_audio_dataset\Nine\pitch_down_725.wav,Nine
processed_recorded_audio\Forward\Forward_31.wav,Forward
augmented_audio_dataset\three\speed_up_1210.wav,three
augmented_audio_dataset\House\speed_down_549.wav,House
augmented_audio_dataset\Four\volume_up_383.wav,Four
augmented_audio_dataset\three\shift_forward_1195.wav,three
augmented_audio_dataset\three\shift_forward_1204.wav,three
augmented_audio_dataset\Follow\reversed_256.wav,Follow
augmented_audio_dataset\up\reversed_1387.wav,up
augmented_audio_dataset\tree\shift_forward_1281.wav,tree
augmented_audio_dataset\Right\noise_964.wav,Right
augmented_audio_dataset\House\original_546.wav,House
augmented_audio_dataset\Forward\pitch_up_320.wav,Forward
augmented_audio_dataset\Right\speed_down_973.wav,Right
processed_recorded_audio\Sheila\Sheila_09.wav,Sheila
augmented_audio_dataset\three\shift_backward_1197.wav,three
augmented_audio_dataset\two\pitch_down_1302.wav,two
augmented_audio_dataset\Seven\shift_forward_989.wav,Seven
augmented_audio_dataset\Off\pitch_down_781.wav,Off
augmented_audio_dataset\House\pitch_down_513.wav,House
augmented_audio_dataset\Left\shift_backward_593.wav,Left
processed_recorded_audio\Follow\Follow_01.wav,Follow
augmented_audio_dataset\Off\volume_down_811.wav,Off
augmented_audio_dataset\Right\reversed_939.wav,Right
augmented_audio_dataset\Dog\shift_forward_112.wav,Dog
augmented_audio_dataset\two\volume_up_1320.wav,two
augmented_audio_dataset\Happy\speed_up_454.wav,Happy
augmented_audio_dataset\Left\pitch_down_589.wav,Left
augmented_audio_dataset\Right\speed_down_935.wav,Right
augmented_audio_dataset\Go\shift_forward_396.wav,Go
augmented_audio_dataset\One\volume_up_902.wav,One
augmented_audio_dataset\Dog\reversed_104.wav,Dog
augmented_audio_dataset\Down\reversed_145.wav,Down
augmented_audio_dataset\up\shift_forward_1387.wav,up
augmented_audio_dataset\One\original_919.wav,One
processed_recorded_audio\Four\Four_56.wav,Four
augmented_audio_dataset\Off\shift_forward_801.wav,Off
augmented_audio_dataset\House\original_527.wav,House
processed_recorded_audio\Four\Four_55.wav,Four
augmented_audio_dataset\Left\noise_586.wav,Left
augmented_audio_dataset\tree\reversed_1245.wav,tree
augmented_audio_dataset\Off\shift_backward_808.wav,Off
augmented_audio_dataset\Five\speed_up_208.wav,Five
augmented_audio_dataset\Bird\volume_up_79.wav,Bird
augmented_audio_dataset\Right\shift_forward_970.wav,Right
augmented_audio_dataset\Left\pitch_down_618.wav,Left
augmented_audio_dataset\yes\volume_down_1488.wav,yes
augmented_audio_dataset\zero\shift_forward_1523.wav,zero
augmented_audio_dataset\Sheila\speed_down_1034.wav,Sheila
augmented_audio_dataset\Seven\shift_backward_1030.wav,Seven
augmented_audio_dataset\tree\shift_forward_1277.wav,tree
processed_recorded_audio\Eight\Eight_06.wav,Eight
augmented_audio_dataset\Eight\pitch_down_202.wav,Eight
augmented_audio_dataset\Right\original_978.wav,Right
augmented_audio_dataset\No\pitch_down_771.wav,No
augmented_audio_dataset\House\original_508.wav,House
augmented_audio_dataset\Bird\reversed_72.wav,Bird
augmented_audio_dataset\Backward\shift_backward_12.wav,Backward
augmented_audio_dataset\Right\volume_down_947.wav,Right
augmented_audio_dataset\On\volume_up_851.wav,On
augmented_audio_dataset\Marvin\reversed_679.wav,Marvin
augmented_audio_dataset\Right\pitch_up_982.wav,Right
augmented_audio_dataset\Go\pitch_up_417.wav,Go
augmented_audio_dataset\Bed\original_37.wav,Bed
augmented_audio_dataset\Sheila\pitch_down_1078.wav,Sheila
augmented_audio_dataset\tree\volume_down_1247.wav,tree
processed_recorded_audio\Eight\Eight_13.wav,Eight
augmented_audio_dataset\tree\noise_1239.wav,tree
processed_recorded_audio\visual\visual_23.wav,visual
augmented_audio_dataset\Happy\volume_down_473.wav,Happy
augmented_audio_dataset\Marvin\original_651.wav,Marvin
augmented_audio_dataset\Marvin\noise_639.wav,Marvin
augmented_audio_dataset\Backward\speed_up_15.wav,Backward
augmented_audio_dataset\House\pitch_down_537.wav,House
augmented_audio_dataset\Down\shift_forward_146.wav,Down
augmented_audio_dataset\Eight\pitch_down_176.wav,Eight
augmented_audio_dataset\Left\noise_625.wav,Left
augmented_audio_dataset\Forward\volume_up_297.wav,Forward
augmented_audio_dataset\Down\speed_up_139.wav,Down
augmented_audio_dataset\yes\speed_down_1474.wav,yes
augmented_audio_dataset\Off\volume_down_822.wav,Off
augmented_audio_dataset\Learn\speed_down_577.wav,Learn
augmented_audio_dataset\Six\pitch_up_1111.wav,Six
processed_recorded_audio\Left\Left_41.wav,Left
augmented_audio_dataset\two\noise_1289.wav,two
augmented_audio_dataset\Learn\pitch_down_554.wav,Learn
augmented_audio_dataset\up\shift_backward_1341.wav,up
augmented_audio_dataset\On\speed_down_829.wav,On
processed_recorded_audio\Happy\Happy_49.wav,Happy
augmented_audio_dataset\two\pitch_up_1295.wav,two
augmented_audio_dataset\two\noise_1328.wav,two
augmented_audio_dataset\two\original_1331.wav,two
augmented_audio_dataset\up\speed_down_1399.wav,up
augmented_audio_dataset\Down\pitch_up_142.wav,Down
augmented_audio_dataset\visual\volume_up_1430.wav,visual
augmented_audio_dataset\yes\pitch_up_1479.wav,yes
augmented_audio_dataset\Left\shift_forward_603.wav,Left
augmented_audio_dataset\up\pitch_up_1350.wav,up
augmented_audio_dataset\Left\pitch_up_583.wav,Left
augmented_audio_dataset\No\original_773.wav,No
processed_recorded_audio\Left\Left_40.wav,Left
augmented_audio_dataset\up\volume_up_1395.wav,up
augmented_audio_dataset\One\speed_down_881.wav,One
augmented_audio_dataset\Sheila\noise_1045.wav,Sheila
augmented_audio_dataset\Four\noise_388.wav,Four
augmented_audio_dataset\Stop\volume_up_1138.wav,Stop
augmented_audio_dataset\Dog\shift_backward_122.wav,Dog
augmented_audio_dataset\No\original_748.wav,No
augmented_audio_dataset\No\shift_forward_732.wav,No
augmented_audio_dataset\No\reversed_741.wav,No
augmented_audio_dataset\Off\pitch_down_788.wav,Off
augmented_audio_dataset\Four\speed_up_340.wav,Four
augmented_audio_dataset\Follow\noise_262.wav,Follow
augmented_audio_dataset\Forward\reversed_317.wav,Forward
augmented_audio_dataset\two\shift_backward_1334.wav,two
processed_recorded_audio\tree\tree_18.wav,tree
processed_recorded_audio\Sheila\Sheila_23.wav,Sheila
augmented_audio_dataset\Right\volume_down_972.wav,Right
augmented_audio_dataset\Go\speed_up_436.wav,Go
augmented_audio_dataset\Follow\reversed_252.wav,Follow
augmented_audio_dataset\Stop\speed_up_1171.wav,Stop
augmented_audio_dataset\No\pitch_down_746.wav,No
augmented_audio_dataset\three\reversed_1212.wav,three
augmented_audio_dataset\Stop\volume_up_1155.wav,Stop
processed_recorded_audio\On\On_50.wav,On
augmented_audio_dataset\Marvin\shift_forward_643.wav,Marvin
augmented_audio_dataset\Bed\reversed_66.wav,Bed
augmented_audio_dataset\visual\shift_forward_1436.wav,visual
augmented_audio_dataset\Seven\shift_forward_988.wav,Seven
augmented_audio_dataset\Off\original_811.wav,Off
augmented_audio_dataset\Left\pitch_up_632.wav,Left
processed_recorded_audio\two\two_16.wav,two
augmented_audio_dataset\Stop\pitch_up_1155.wav,Stop
processed_recorded_audio\Off\Off_22.wav,Off
processed_recorded_audio\Down\Down_18.wav,Down
augmented_audio_dataset\Right\reversed_979.wav,Right
augmented_audio_dataset\Dog\pitch_down_100.wav,Dog
augmented_audio_dataset\Happy\volume_down_489.wav,Happy
augmented_audio_dataset\visual\pitch_up_1407.wav,visual
processed_recorded_audio\House\House_21.wav,House
augmented_audio_dataset\Five\reversed_235.wav,Five
augmented_audio_dataset\Forward\original_312.wav,Forward
augmented_audio_dataset\two\speed_down_1334.wav,two
augmented_audio_dataset\Happy\volume_down_440.wav,Happy
augmented_audio_dataset\Left\pitch_up_598.wav,Left
augmented_audio_dataset\Right\original_959.wav,Right
augmented_audio_dataset\One\volume_down_889.wav,One
augmented_audio_dataset\Happy\volume_up_491.wav,Happy
augmented_audio_dataset\Follow\reversed_249.wav,Follow
augmented_audio_dataset\wow\noise_1461.wav,wow
augmented_audio_dataset\Bed\speed_down_59.wav,Bed
augmented_audio_dataset\Happy\speed_down_469.wav,Happy
augmented_audio_dataset\two\speed_up_1286.wav,two
augmented_audio_dataset\up\pitch_up_1370.wav,up
augmented_audio_dataset\Learn\shift_backward_571.wav,Learn
augmented_audio_dataset\Forward\original_330.wav,Forward
augmented_audio_dataset\Forward\speed_up_290.wav,Forward
augmented_audio_dataset\Seven\shift_backward_983.wav,Seven
augmented_audio_dataset\visual\noise_1434.wav,visual
augmented_audio_dataset\Happy\pitch_down_442.wav,Happy
augmented_audio_dataset\Dog\pitch_up_130.wav,Dog
augmented_audio_dataset\two\original_1318.wav,two
augmented_audio_dataset\Seven\volume_up_986.wav,Seven
augmented_audio_dataset\Forward\reversed_326.wav,Forward
augmented_audio_dataset\Four\shift_forward_345.wav,Four
processed_recorded_audio\On\On_14.wav,On
augmented_audio_dataset\Marvin\shift_forward_657.wav,Marvin
augmented_audio_dataset\Dog\pitch_up_105.wav,Dog
augmented_audio_dataset\three\speed_up_1228.wav,three
augmented_audio_dataset\Bird\speed_down_99.wav,Bird
augmented_audio_dataset\Left\noise_598.wav,Left
augmented_audio_dataset\tree\original_1244.wav,tree
augmented_audio_dataset\Bed\pitch_down_47.wav,Bed
augmented_audio_dataset\Happy\shift_backward_467.wav,Happy
augmented_audio_dataset\yes\volume_down_1490.wav,yes
augmented_audio_dataset\three\original_1179.wav,three
processed_recorded_audio\Happy\Happy_15.wav,Happy
augmented_audio_dataset\three\original_1223.wav,three
augmented_audio_dataset\Sheila\original_1053.wav,Sheila
augmented_audio_dataset\Off\speed_down_805.wav,Off
augmented_audio_dataset\Right\pitch_down_933.wav,Right
augmented_audio_dataset\Seven\shift_forward_1011.wav,Seven
augmented_audio_dataset\One\pitch_down_913.wav,One
augmented_audio_dataset\yes\pitch_up_1482.wav,yes
augmented_audio_dataset\Happy\noise_450.wav,Happy
augmented_audio_dataset\tree\pitch_up_1237.wav,tree
augmented_audio_dataset\Six\reversed_1105.wav,Six
augmented_audio_dataset\yes\original_1488.wav,yes
augmented_audio_dataset\Happy\noise_466.wav,Happy
augmented_audio_dataset\Eight\pitch_down_205.wav,Eight
augmented_audio_dataset\One\speed_down_879.wav,One
augmented_audio_dataset\Stop\volume_down_1172.wav,Stop
augmented_audio_dataset\Sheila\shift_backward_1039.wav,Sheila
augmented_audio_dataset\tree\shift_backward_1235.wav,tree
processed_recorded_audio\two\two_51.wav,two
augmented_audio_dataset\up\speed_up_1376.wav,up
augmented_audio_dataset\Eight\shift_backward_194.wav,Eight
augmented_audio_dataset\Seven\noise_1032.wav,Seven
augmented_audio_dataset\visual\speed_up_1444.wav,visual
augmented_audio_dataset\One\speed_down_916.wav,One
augmented_audio_dataset\One\noise_898.wav,One
augmented_audio_dataset\Marvin\reversed_666.wav,Marvin
augmented_audio_dataset\three\original_1191.wav,three
augmented_audio_dataset\Forward\volume_down_309.wav,Forward
augmented_audio_dataset\No\noise_759.wav,No
augmented_audio_dataset\tree\speed_down_1232.wav,tree
augmented_audio_dataset\yes\noise_1482.wav,yes
processed_recorded_audio\Off\Off_08.wav,Off
augmented_audio_dataset\Six\pitch_up_1091.wav,Six
augmented_audio_dataset\Go\shift_forward_413.wav,Go
augmented_audio_dataset\Bed\pitch_up_42.wav,Bed
augmented_audio_dataset\Go\volume_up_394.wav,Go
augmented_audio_dataset\Left\pitch_down_608.wav,Left
augmented_audio_dataset\up\shift_backward_1373.wav,up
augmented_audio_dataset\Stop\pitch_down_1152.wav,Stop
augmented_audio_dataset\Right\pitch_down_930.wav,Right
augmented_audio_dataset\Happy\pitch_up_440.wav,Happy
augmented_audio_dataset\Happy\speed_up_470.wav,Happy
augmented_audio_dataset\tree\speed_down_1271.wav,tree
augmented_audio_dataset\zero\original_1512.wav,zero
processed_recorded_audio\Follow\Follow_36.wav,Follow
augmented_audio_dataset\Bed\volume_up_43.wav,Bed
processed_recorded_audio\up\up_45.wav,up
augmented_audio_dataset\visual\volume_down_1414.wav,visual
augmented_audio_dataset\up\volume_down_1399.wav,up
augmented_audio_dataset\Four\noise_351.wav,Four
augmented_audio_dataset\Six\original_1121.wav,Six
augmented_audio_dataset\tree\speed_down_1239.wav,tree
augmented_audio_dataset\Happy\speed_up_465.wav,Happy
augmented_audio_dataset\Seven\shift_forward_1023.wav,Seven
augmented_audio_dataset\On\speed_up_832.wav,On
augmented_audio_dataset\Nine\volume_up_703.wav,Nine
augmented_audio_dataset\Left\speed_down_613.wav,Left
augmented_audio_dataset\Off\volume_up_792.wav,Off
augmented_audio_dataset\up\reversed_1377.wav,up
augmented_audio_dataset\three\volume_up_1204.wav,three
augmented_audio_dataset\yes\volume_up_1466.wav,yes
augmented_audio_dataset\Seven\pitch_up_1009.wav,Seven
augmented_audio_dataset\Dog\speed_up_108.wav,Dog
processed_recorded_audio\visual\visual_29.wav,visual
augmented_audio_dataset\Four\volume_up_348.wav,Four
augmented_audio_dataset\Sheila\speed_up_1048.wav,Sheila
augmented_audio_dataset\two\speed_up_1291.wav,two
augmented_audio_dataset\Go\speed_up_391.wav,Go
augmented_audio_dataset\Eight\reversed_191.wav,Eight
augmented_audio_dataset\Eight\volume_down_181.wav,Eight
augmented_audio_dataset\tree\original_1267.wav,tree
augmented_audio_dataset\Marvin\speed_down_666.wav,Marvin
augmented_audio_dataset\On\speed_down_825.wav,On
augmented_audio_dataset\tree\noise_1248.wav,tree
processed_recorded_audio\Off\Off_25.wav,Off
augmented_audio_dataset\No\volume_up_728.wav,No
augmented_audio_dataset\House\volume_up_508.wav,House
augmented_audio_dataset\Backward\volume_down_13.wav,Backward
augmented_audio_dataset\Dog\noise_115.wav,Dog
augmented_audio_dataset\two\shift_backward_1301.wav,two
augmented_audio_dataset\Backward\pitch_down_5.wav,Backward
augmented_audio_dataset\Off\speed_down_781.wav,Off
augmented_audio_dataset\Off\volume_up_795.wav,Off
augmented_audio_dataset\Marvin\shift_backward_681.wav,Marvin
processed_recorded_audio\No\No_17.wav,No
augmented_audio_dataset\Four\shift_forward_367.wav,Four
augmented_audio_dataset\Bird\volume_up_81.wav,Bird
augmented_audio_dataset\One\volume_up_894.wav,One
augmented_audio_dataset\Left\pitch_up_590.wav,Left
augmented_audio_dataset\Follow\original_262.wav,Follow
augmented_audio_dataset\Backward\reversed_28.wav,Backward
augmented_audio_dataset\Four\speed_down_369.wav,Four
augmented_audio_dataset\up\reversed_1393.wav,up
augmented_audio_dataset\Right\speed_up_959.wav,Right
augmented_audio_dataset\One\shift_forward_894.wav,One
augmented_audio_dataset\up\noise_1382.wav,up
augmented_audio_dataset\Happy\shift_forward_457.wav,Happy
augmented_audio_dataset\Marvin\pitch_down_673.wav,Marvin
augmented_audio_dataset\two\volume_up_1287.wav,two
augmented_audio_dataset\Stop\pitch_up_1166.wav,Stop
augmented_audio_dataset\Seven\speed_down_996.wav,Seven
augmented_audio_dataset\Right\shift_backward_939.wav,Right
augmented_audio_dataset\up\volume_down_1381.wav,up
augmented_audio_dataset\tree\reversed_1263.wav,tree
processed_recorded_audio\Happy\Happy_35.wav,Happy
augmented_audio_dataset\On\reversed_871.wav,On
augmented_audio_dataset\up\pitch_up_1353.wav,up
augmented_audio_dataset\visual\speed_up_1422.wav,visual
augmented_audio_dataset\House\speed_up_502.wav,House
augmented_audio_dataset\wow\reversed_1449.wav,wow
augmented_audio_dataset\On\shift_backward_867.wav,On
augmented_audio_dataset\up\noise_1355.wav,up
augmented_audio_dataset\Stop\pitch_up_1149.wav,Stop
augmented_audio_dataset\House\speed_up_547.wav,House
augmented_audio_dataset\Go\shift_backward_410.wav,Go
augmented_audio_dataset\Follow\volume_down_279.wav,Follow
augmented_audio_dataset\Seven\speed_down_983.wav,Seven
processed_recorded_audio\Dog\Dog_03.wav,Dog
augmented_audio_dataset\Nine\speed_up_717.wav,Nine
augmented_audio_dataset\No\volume_down_741.wav,No
augmented_audio_dataset\Right\volume_down_977.wav,Right
augmented_audio_dataset\Eight\noise_173.wav,Eight
augmented_audio_dataset\House\speed_down_497.wav,House
augmented_audio_dataset\Forward\speed_up_297.wav,Forward
augmented_audio_dataset\Stop\pitch_up_1127.wav,Stop
augmented_audio_dataset\Off\shift_backward_778.wav,Off
augmented_audio_dataset\up\speed_down_1374.wav,up
augmented_audio_dataset\Happy\shift_forward_471.wav,Happy
augmented_audio_dataset\up\speed_down_1365.wav,up
augmented_audio_dataset\Stop\shift_forward_1132.wav,Stop
augmented_audio_dataset\Learn\reversed_567.wav,Learn
augmented_audio_dataset\Four\volume_up_350.wav,Four
augmented_audio_dataset\yes\shift_backward_1495.wav,yes
processed_recorded_audio\up\up_30.wav,up
augmented_audio_dataset\On\volume_down_827.wav,On
augmented_audio_dataset\three\volume_up_1186.wav,three
augmented_audio_dataset\Four\shift_backward_350.wav,Four
augmented_audio_dataset\Happy\shift_backward_488.wav,Happy
augmented_audio_dataset\three\volume_down_1183.wav,three
augmented_audio_dataset\Left\noise_622.wav,Left
augmented_audio_dataset\Happy\pitch_up_456.wav,Happy
augmented_audio_dataset\Left\shift_backward_596.wav,Left
augmented_audio_dataset\On\speed_down_854.wav,On
augmented_audio_dataset\One\volume_down_882.wav,One
augmented_audio_dataset\Off\shift_backward_799.wav,Off
augmented_audio_dataset\Go\reversed_394.wav,Go
augmented_audio_dataset\Six\volume_up_1080.wav,Six
augmented_audio_dataset\One\volume_down_917.wav,One
augmented_audio_dataset\Seven\speed_down_1022.wav,Seven
augmented_audio_dataset\On\speed_down_872.wav,On
processed_recorded_audio\Dog\Dog_19.wav,Dog
augmented_audio_dataset\House\pitch_down_530.wav,House
augmented_audio_dataset\Backward\speed_down_34.wav,Backward
augmented_audio_dataset\Four\original_350.wav,Four
augmented_audio_dataset\Forward\volume_up_320.wav,Forward
augmented_audio_dataset\One\volume_down_898.wav,One
augmented_audio_dataset\Six\speed_up_1080.wav,Six
augmented_audio_dataset\Go\volume_down_417.wav,Go
augmented_audio_dataset\Left\noise_618.wav,Left
augmented_audio_dataset\Four\volume_up_352.wav,Four
augmented_audio_dataset\On\reversed_866.wav,On
augmented_audio_dataset\Off\speed_up_804.wav,Off
augmented_audio_dataset\Five\pitch_up_232.wav,Five
augmented_audio_dataset\Learn\pitch_down_565.wav,Learn
augmented_audio_dataset\Forward\speed_up_292.wav,Forward
augmented_audio_dataset\Stop\pitch_up_1151.wav,Stop
augmented_audio_dataset\Follow\shift_forward_284.wav,Follow
augmented_audio_dataset\Right\reversed_929.wav,Right
augmented_audio_dataset\House\shift_forward_548.wav,House
augmented_audio_dataset\Follow\shift_forward_267.wav,Follow
augmented_audio_dataset\up\pitch_down_1378.wav,up
processed_recorded_audio\Bed\Bed_13.wav,Bed
augmented_audio_dataset\visual\original_1440.wav,visual
augmented_audio_dataset\Happy\speed_up_441.wav,Happy
augmented_audio_dataset\On\pitch_down_858.wav,On
augmented_audio_dataset\One\speed_down_918.wav,One
augmented_audio_dataset\Left\shift_forward_589.wav,Left
augmented_audio_dataset\tree\noise_1276.wav,tree
augmented_audio_dataset\Backward\speed_up_9.wav,Backward
augmented_audio_dataset\Stop\noise_1167.wav,Stop
augmented_audio_dataset\House\shift_backward_531.wav,House
augmented_audio_dataset\One\reversed_920.wav,One
augmented_audio_dataset\two\pitch_down_1323.wav,two
augmented_audio_dataset\No\noise_730.wav,No
augmented_audio_dataset\two\original_1336.wav,two
augmented_audio_dataset\Sheila\pitch_down_1058.wav,Sheila
augmented_audio_dataset\yes\shift_forward_1469.wav,yes
augmented_audio_dataset\up\volume_down_1350.wav,up
augmented_audio_dataset\Dog\volume_up_114.wav,Dog
augmented_audio_dataset\No\speed_down_755.wav,No
augmented_audio_dataset\Forward\speed_down_287.wav,Forward
augmented_audio_dataset\three\pitch_up_1228.wav,three
augmented_audio_dataset\Four\volume_down_366.wav,Four
augmented_audio_dataset\Sheila\pitch_up_1078.wav,Sheila
augmented_audio_dataset\Nine\pitch_up_686.wav,Nine
augmented_audio_dataset\yes\volume_down_1473.wav,yes
augmented_audio_dataset\Stop\pitch_down_1138.wav,Stop
augmented_audio_dataset\Forward\volume_up_326.wav,Forward
augmented_audio_dataset\Left\original_619.wav,Left
augmented_audio_dataset\Left\original_615.wav,Left
augmented_audio_dataset\On\shift_forward_845.wav,On
augmented_audio_dataset\Bed\shift_backward_49.wav,Bed
augmented_audio_dataset\three\reversed_1217.wav,three
augmented_audio_dataset\tree\shift_forward_1280.wav,tree
augmented_audio_dataset\Backward\speed_up_27.wav,Backward
augmented_audio_dataset\One\pitch_down_911.wav,One
augmented_audio_dataset\Down\shift_backward_145.wav,Down
augmented_audio_dataset\Backward\shift_forward_15.wav,Backward
processed_recorded_audio\Happy\Happy_48.wav,Happy
augmented_audio_dataset\On\pitch_up_830.wav,On
augmented_audio_dataset\Sheila\noise_1066.wav,Sheila
augmented_audio_dataset\Nine\speed_down_693.wav,Nine
augmented_audio_dataset\Six\shift_forward_1085.wav,Six
augmented_audio_dataset\Nine\speed_up_703.wav,Nine
augmented_audio_dataset\House\volume_down_550.wav,House
augmented_audio_dataset\up\volume_up_1366.wav,up
augmented_audio_dataset\Go\volume_up_416.wav,Go
augmented_audio_dataset\Backward\volume_down_18.wav,Backward
augmented_audio_dataset\two\shift_forward_1317.wav,two
augmented_audio_dataset\Five\noise_236.wav,Five
augmented_audio_dataset\One\speed_down_882.wav,One
augmented_audio_dataset\wow\speed_down_1458.wav,wow
augmented_audio_dataset\Down\volume_up_170.wav,Down
augmented_audio_dataset\up\volume_down_1396.wav,up
augmented_audio_dataset\Marvin\volume_up_670.wav,Marvin
augmented_audio_dataset\Left\shift_backward_634.wav,Left
augmented_audio_dataset\zero\reversed_1515.wav,zero
augmented_audio_dataset\House\speed_down_508.wav,House
augmented_audio_dataset\Left\speed_down_628.wav,Left
augmented_audio_dataset\Backward\pitch_down_14.wav,Backward
augmented_audio_dataset\House\volume_up_499.wav,House
processed_recorded_audio\Happy\Happy_18.wav,Happy
augmented_audio_dataset\Down\volume_down_169.wav,Down
augmented_audio_dataset\Bird\noise_86.wav,Bird
augmented_audio_dataset\On\noise_861.wav,On
augmented_audio_dataset\House\pitch_up_534.wav,House
augmented_audio_dataset\Eight\original_191.wav,Eight
augmented_audio_dataset\Down\shift_forward_138.wav,Down
augmented_audio_dataset\three\original_1208.wav,three
augmented_audio_dataset\Seven\noise_1018.wav,Seven
augmented_audio_dataset\Backward\shift_forward_18.wav,Backward
augmented_audio_dataset\two\speed_up_1303.wav,two
augmented_audio_dataset\Down\volume_down_154.wav,Down
augmented_audio_dataset\visual\volume_up_1407.wav,visual
augmented_audio_dataset\Right\pitch_down_931.wav,Right
processed_recorded_audio\Four\Four_12.wav,Four
augmented_audio_dataset\up\shift_forward_1391.wav,up
augmented_audio_dataset\Nine\speed_down_691.wav,Nine
augmented_audio_dataset\wow\original_1454.wav,wow
augmented_audio_dataset\yes\noise_1479.wav,yes
augmented_audio_dataset\Stop\speed_down_1174.wav,Stop
