file_path,category,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
augmented_audio_dataset\Backward\noise_9.wav,Backward,-421.63165,11.457335,-0.7761613,-0.097018905,-1.6680995,-2.0979156,-4.8928967,-0.21770747,-2.2223115,-0.16424641,-1.0166222,0.26222298,-2.8395593,0.9917293
augmented_audio_dataset\Nine\pitch_down_704.wav,Nine,-491.29126,13.937414,-2.6029952,9.944528,4.6724567,-2.8674355,1.0872153,2.3771687,-2.7313342,1.2642567,-0.7484666,1.1928468,-2.3550596,-1.0902932
augmented_audio_dataset\Off\volume_up_800.wav,Off,-474.01538,12.090349,4.37398,0.12493434,-1.9613255,-1.6392493,0.5543327,0.46432596,1.0655951,0.3378102,-0.38851708,0.1839004,0.29020113,2.4560022
augmented_audio_dataset\House\shift_backward_523.wav,House,-485.85202,7.0825567,2.3731158,1.7142276,-1.6034491,0.57951844,0.14687797,-0.07451535,0.8356758,-1.0668489,0.050069712,0.51926464,-1.603126,2.0991774
augmented_audio_dataset\Seven\pitch_up_1027.wav,Seven,-499.40674,9.955964,1.7541896,4.1683736,1.4326497,-1.5285358,-1.4520407,-0.07843095,0.48550463,1.0184968,0.2437991,0.04825912,1.583337,-0.28625536
augmented_audio_dataset\Seven\shift_backward_1016.wav,Seven,-493.02667,10.307613,-0.37313014,2.749366,1.7731483,-0.76662904,-2.2951686,-1.0527372,0.61770654,1.0567995,0.15539357,0.73082906,-0.23514113,2.0742285
augmented_audio_dataset\Happy\shift_backward_474.wav,Happy,-505.27225,11.821811,1.389628,8.522819,2.9143336,-2.0652828,-1.7452947,-0.6043891,-0.97632086,-0.16234054,-1.484755,2.1814866,-1.3646659,0.80443394
augmented_audio_dataset\Sheila\pitch_down_1044.wav,Sheila,-485.86844,12.977058,2.3133104,3.058556,0.50153023,-0.6195004,-1.593796,-0.5911809,-1.6461173,0.43252003,0.2343093,1.5276476,-1.3170601,2.4818351
augmented_audio_dataset\Go\original_407.wav,Go,-479.98468,17.108418,5.1852207,1.2018616,-2.9060295,-1.1662744,1.8642446,1.2013779,-0.45867756,-0.68833923,-1.8238529,-0.18494658,-0.41609803,1.0326004
augmented_audio_dataset\Six\noise_1101.wav,Six,-243.37744,1.2542866,0.13896899,2.640673,-0.4630196,1.23924,-1.8483964,1.1257296,-1.676362,0.55871457,-1.5735723,1.0126582,-0.9935984,1.3300158
augmented_audio_dataset\Follow\volume_down_268.wav,Follow,-463.6625,14.506641,1.0335728,-0.991716,-1.0596222,-2.4520233,-1.8352156,-1.5138346,-1.9279766,-2.233275,-1.7145531,-0.579295,-1.1219237,0.574943
augmented_audio_dataset\Nine\reversed_686.wav,Nine,-467.1478,14.584557,2.8397224,7.684744,1.5947938,-0.5385909,0.8522514,-1.3460466,-0.49289843,2.1754951,-1.4904687,-1.0099216,-2.7200449,0.9409084
augmented_audio_dataset\Marvin\speed_up_671.wav,Marvin,-491.94595,11.724377,-0.06885912,6.13353,3.3295817,-0.55764574,1.4222736,-4.0612116,-0.7878267,2.1300356,-1.1857312,-0.5107654,-0.91851455,0.40293837
processed_recorded_audio\Eight\Eight_26.wav,Eight,-487.522,5.549905,-0.1283932,3.487852,0.44871375,-3.432177,-2.2878056,-0.7708689,-1.8480419,-2.1827288,-0.43838862,-0.077624746,-1.1307434,-0.19922425
augmented_audio_dataset\visual\speed_down_1436.wav,visual,-472.79922,18.016857,0.429545,3.7315254,0.6259116,-0.68527204,-3.754468,1.5542023,-2.9894826,-0.3559756,-2.253589,0.27981636,-1.9622196,1.5283364
augmented_audio_dataset\Forward\original_331.wav,Forward,-471.20428,14.79449,-0.87495685,-0.13589284,1.5705373,-0.054669667,-0.5244,-2.9193285,-0.030547798,-1.0858703,-0.26345,1.6113158,-0.6347134,-0.16053228
augmented_audio_dataset\Happy\shift_backward_477.wav,Happy,-498.6295,16.656717,3.8858786,11.300872,4.092513,-3.055558,-2.3474317,-1.5271809,-0.89964724,-1.0682145,-0.8910095,1.6010193,-1.8763446,1.2430396
augmented_audio_dataset\Off\speed_up_802.wav,Off,-489.7107,9.503487,2.0266523,0.10024543,-1.4155449,-1.0622679,0.4912506,0.32434338,0.40138817,0.5109151,-0.15307039,0.7771899,0.44095844,1.9219259
augmented_audio_dataset\Nine\pitch_down_718.wav,Nine,-541.01263,14.396775,-2.7432697,10.467907,0.82349,-1.5677946,2.276789,0.84628695,-2.9759932,1.9570752,-0.57676965,1.7119788,-2.1327415,-0.90664995
processed_recorded_audio\Follow\Follow_09.wav,Follow,-478.97556,15.241816,0.7679593,-1.1102754,-2.7713497,-2.6161437,-1.3084272,-0.9388909,-2.8709593,-1.6650188,-0.62222666,-0.05029554,-0.761417,0.4453146
augmented_audio_dataset\Happy\original_446.wav,Happy,-564.7608,11.81175,0.009049993,6.948993,4.1905813,-3.1973188,-1.7012663,-0.22550653,0.5173886,-1.2719437,-0.9622562,0.91507775,-1.9264483,0.7627724
augmented_audio_dataset\Dog\shift_backward_106.wav,Dog,-483.4377,16.968079,0.5231351,-2.0837784,-1.7945852,-2.8096905,-1.1125683,-1.0000435,-1.5515071,-1.5924993,-1.4765328,0.46120414,-1.270123,0.83530337
augmented_audio_dataset\Four\reversed_342.wav,Four,-484.67328,13.178444,1.0526875,0.541471,0.3772842,-1.1444092,-0.4669861,-1.3412124,-0.9757361,1.6686393,-1.8930256,1.5244094,-0.28866887,0.16157512
augmented_audio_dataset\Backward\speed_up_10.wav,Backward,-515.6491,18.19633,0.043962806,-0.3615478,0.38290384,-1.6218507,-2.3488445,-1.0787232,-1.9338062,-2.0324116,-0.08381405,-1.1554731,-0.58319867,-0.34561014
augmented_audio_dataset\yes\shift_forward_1467.wav,yes,-505.71747,7.528031,2.4978065,2.7647853,-1.7692258,1.5017343,-4.337291,0.5100842,-0.6603703,-1.7092439,-0.78203666,0.29192504,-0.4565018,-1.0991647
augmented_audio_dataset\Go\volume_up_436.wav,Go,-456.13406,12.332554,4.799528,-0.062399216,-1.3261243,-0.29065922,0.80726206,-0.20687272,-0.40682182,-1.1609915,-1.6230798,-0.33487457,0.31014514,0.038116224
augmented_audio_dataset\Bird\speed_down_78.wav,Bird,-482.0417,19.010477,-0.45585564,-0.16542335,2.2737637,-1.890358,-4.735192,-2.6875167,-3.1703868,-1.9073976,-0.6733414,-1.3500459,-1.3342963,0.3525981
augmented_audio_dataset\Six\reversed_1082.wav,Six,-524.1465,1.0113449,5.579461,4.5304914,1.6755025,2.1798565,-3.5785437,1.0818762,1.0995817,-0.5977648,0.6647314,-0.5109341,-0.21577697,2.4547648
augmented_audio_dataset\Follow\volume_down_273.wav,Follow,-462.20224,16.262383,-0.08029597,-0.1749879,-2.158092,-3.2682033,-1.6646787,-1.871495,-2.2678275,-2.5071743,-1.2088915,-0.078365445,-1.9998882,1.5039186
augmented_audio_dataset\Right\pitch_down_952.wav,Right,-506.5216,11.174523,-0.7215154,3.095452,3.6387963,-0.47193214,-2.0051756,0.033759717,-0.6102072,0.11765574,-1.8442802,0.5530661,0.046640694,0.45261583
augmented_audio_dataset\Down\volume_down_149.wav,Down,-531.6337,15.87935,4.162793,0.113237664,1.1195294,-1.6340992,-1.9440656,-0.9197878,-1.4153126,-1.4258776,-1.3175321,-1.4575431,-0.39149225,-0.27127892
augmented_audio_dataset\Off\pitch_up_800.wav,Off,-466.59326,12.3810005,3.4917092,-0.60100454,-2.0588756,-0.34948498,1.2324835,0.82134867,1.0634522,-0.36720604,0.37224418,0.55948144,1.3893229,0.074449964
augmented_audio_dataset\Down\shift_forward_150.wav,Down,-500.7481,15.936284,1.5898381,-0.051724233,-0.6381481,-2.2975433,-1.2374713,-1.6334718,-2.2078667,-0.6696898,-1.9836586,-1.4694155,-0.63126975,-0.074133225
augmented_audio_dataset\tree\speed_up_1261.wav,tree,-503.73108,7.000788,1.479622,4.185389,-0.7455696,-0.5573775,-0.43036267,-1.9775877,-0.7153594,-2.3937116,-0.49433398,-0.8519675,-0.623769,1.1404179
augmented_audio_dataset\Dog\pitch_down_123.wav,Dog,-523.17267,16.021667,1.9547132,0.94593275,-1.3016144,-0.78992814,-0.96782833,0.30594012,-1.6236451,-2.373321,-1.8493865,-0.80746496,-1.4988595,-0.054497786
augmented_audio_dataset\wow\speed_up_1451.wav,wow,-524.8315,18.406515,-0.35036004,-0.8367049,-4.473083,-0.6425043,1.3582411,-1.6653218,-0.42622113,-1.1354891,-0.8415236,-0.69162667,0.49704134,-0.382447
augmented_audio_dataset\three\original_1217.wav,three,-493.03345,10.380208,2.6938007,4.5377088,-0.5375837,1.1624628,-1.4224601,0.60767853,-2.5143352,-1.5758133,-1.9481688,0.598167,-2.9976869,0.46229476
augmented_audio_dataset\Eight\pitch_up_190.wav,Eight,-483.7893,7.476846,0.16651781,3.7806964,-1.272369,-4.3064146,-1.1221486,-1.3204542,-3.0331564,-1.2347754,0.2886924,-0.6004997,-0.31309384,0.75483286
augmented_audio_dataset\two\volume_down_1293.wav,two,-441.96854,10.921651,4.9151998,-0.045609005,-1.6723118,-0.5616569,1.8223605,-2.7819004,-1.1404859,-2.3477693,-2.668644,-0.8443397,-2.8752146,2.2548254
augmented_audio_dataset\up\original_1360.wav,up,-528.19684,8.02285,-1.1104524,-1.9060059,-3.7550788,0.97026724,0.18618022,-1.1812978,-0.51201963,-0.3571913,0.45833924,-0.6375076,-0.6132022,-1.2845446
augmented_audio_dataset\Left\shift_backward_585.wav,Left,-508.30862,6.5466886,-1.0705403,4.1403375,0.63399917,0.3043573,-0.41382158,-1.0290782,-0.27715403,0.71739227,-0.87936074,1.5704832,0.033958428,0.78878075
augmented_audio_dataset\Seven\speed_up_1032.wav,Seven,-466.49283,6.585432,2.9393046,4.3752747,2.2190032,0.4027983,-1.8983638,-0.7087203,0.9361088,0.39468664,0.5803984,-0.011922071,0.35460308,1.8008823
augmented_audio_dataset\Left\shift_forward_629.wav,Left,-610.00775,6.3873143,-1.2080405,5.799071,0.85790366,0.6126324,0.046018906,-2.7991047,0.19800754,1.5540037,-0.24239461,-0.08252579,-1.0828134,1.8693626
augmented_audio_dataset\yes\volume_up_1463.wav,yes,-477.2055,12.058175,9.092957,5.7925234,-5.6601048,3.4944117,-5.0228724,0.17112328,-1.6889777,-2.704549,-1.7603852,-0.5882977,-0.47825328,-2.461025
augmented_audio_dataset\yes\noise_1464.wav,yes,-332.86618,7.3461,8.003732,6.6976776,-4.3772097,4.4351916,-7.4312334,-0.11993739,-2.2722316,-2.04907,-2.4742835,1.9326067,-1.8633599,-0.74346507
augmented_audio_dataset\visual\pitch_up_1418.wav,visual,-476.2293,11.549326,1.0931952,2.8279867,-0.91673756,-1.8728098,-1.5472199,-1.9378961,-1.8831111,-1.4127861,-2.3794131,0.5962607,-0.44601756,0.20847337
augmented_audio_dataset\Follow\reversed_277.wav,Follow,-489.7855,14.13555,0.6518507,-0.05993956,-2.799106,-2.8743114,-0.33672148,-2.2020943,-1.9154696,-2.1252835,-1.3148801,-0.18602444,-1.4359993,1.2465309
augmented_audio_dataset\tree\speed_up_1236.wav,tree,-478.13882,6.451593,0.3263465,6.5914445,-1.9586885,-0.097488485,-0.21926972,-1.4577273,-1.8127971,-2.91789,-0.007583764,-2.236071,-0.77944475,0.9708737
augmented_audio_dataset\Right\speed_up_982.wav,Right,-512.32715,8.29042,1.0462278,5.513126,3.094909,-0.91109926,-2.1106367,0.5325151,0.13895115,-0.4144506,0.6739289,0.64622307,-0.07718244,1.1751944
augmented_audio_dataset\Stop\noise_1159.wav,Stop,-339.99512,2.4147427,-0.13668784,1.419508,-1.4985702,0.8774417,-1.2256147,0.82063276,-1.9550616,0.5393671,-1.1701771,1.7498292,-0.044857662,1.5716362
augmented_audio_dataset\wow\noise_1449.wav,wow,-408.12488,14.136624,1.8188963,-0.49353912,-5.8062134,-0.2539151,-0.86533314,0.70713,-2.2528677,0.136619,-2.61059,0.4182307,-1.5523746,0.76730573
processed_recorded_audio\visual\visual_42.wav,visual,-346.12024,70.462395,-3.0229008,9.998426,5.880197,-0.96162796,-6.0023527,0.24970901,-7.584989,-3.0347462,-7.808072,-1.2094857,-4.701538,1.9163105
augmented_audio_dataset\Follow\pitch_down_277.wav,Follow,-495.07205,15.506093,1.2847588,1.2438688,-2.3105915,-3.0718033,-1.4318068,-0.43828636,-2.4146924,-0.6468385,-2.7704968,0.4701471,-2.4970777,0.029837744
augmented_audio_dataset\Six\noise_1091.wav,Six,-291.82123,0.58437043,0.15423797,1.7597132,-0.291575,1.271781,-1.8989701,1.2526549,-1.3185654,1.5781579,-1.4729061,1.5774833,-1.0466588,1.6293788
augmented_audio_dataset\Learn\pitch_up_563.wav,Learn,-499.1074,16.742655,-0.6740769,4.616253,1.5817474,-0.68115777,-1.3626019,-2.0926793,-1.1577451,0.49965176,0.24353246,-1.1688069,0.49550244,2.0373216
augmented_audio_dataset\Forward\speed_down_330.wav,Forward,-452.52768,22.37394,0.15787253,-0.16240804,3.1472495,0.4447002,-1.8842058,-5.6420536,0.7168849,-2.622075,-0.3520221,3.652268,-1.5153679,-0.113870144
processed_recorded_audio\Learn\Learn_21.wav,Learn,-471.6014,16.943844,1.4373636,4.6050844,3.1286728,0.8839486,-2.1423526,-0.88387644,-0.26979533,0.12570213,-0.34509844,-0.33866727,-1.803746,0.42488968
augmented_audio_dataset\two\reversed_1312.wav,two,-447.58548,11.55789,4.318878,-0.30349278,-2.3599792,0.6676981,1.2885083,-2.8799672,0.08677582,-2.8381019,-2.2157872,-0.91327786,-2.2754657,0.83363485
augmented_audio_dataset\Down\reversed_147.wav,Down,-481.28494,12.825452,0.7629948,1.4008412,-1.3128616,0.26625764,-3.1175027,-1.5875413,-1.6798061,-0.25104275,-1.5604068,-2.0288017,-0.8284541,-1.8365886
augmented_audio_dataset\visual\pitch_up_1415.wav,visual,-503.11017,12.663008,2.083625,1.0957736,0.03010632,-0.48081693,-2.3283155,-1.4549487,-2.4278224,-0.57450527,-1.4248787,-0.091849215,-1.0363991,0.45495975
augmented_audio_dataset\No\noise_756.wav,No,-316.39197,3.616706,0.3613669,2.8856838,-1.9118629,1.1345798,-0.58596194,0.5420655,-1.4389371,2.0173242,-1.0131065,1.2051853,-1.3225276,0.92172754
augmented_audio_dataset\Left\noise_590.wav,Left,-340.68042,1.3797927,-1.2264305,2.7305872,-0.4753483,0.79183674,-1.8182832,0.1066856,-0.91236967,1.027223,-1.4054157,1.9376917,-0.73843575,1.4933207
augmented_audio_dataset\Sheila\speed_up_1058.wav,Sheila,-499.5356,11.139809,0.81642246,2.3346255,0.24034211,-2.403284,-0.08071668,0.23067863,-1.0608665,-0.08926783,1.2044145,0.47174096,1.5979037,2.2951832
augmented_audio_dataset\up\speed_up_1357.wav,up,-526.9144,6.209596,-0.75002,-0.75147873,-3.0239723,0.3642177,0.51612854,-0.63827527,-0.73226035,-0.19137675,0.50518453,-0.72090876,-1.0498503,-0.5219162
augmented_audio_dataset\Five\pitch_down_222.wav,Five,-505.3911,11.845321,-0.5950114,1.4271561,-1.2574048,-1.9442648,-2.0340452,0.31627518,-1.3931744,-1.0488462,-1.2880473,0.8423829,-1.3550264,-0.09606051
augmented_audio_dataset\Happy\shift_forward_490.wav,Happy,-466.55594,10.81559,2.1421459,4.9271092,3.4992645,-0.47128567,-2.578277,-0.33480045,-0.7391247,-0.43136072,-0.66373605,0.79285955,-1.1661674,0.36346033
augmented_audio_dataset\two\shift_backward_1283.wav,two,-449.51056,11.469841,3.1003108,1.1698012,-2.9305317,-0.14745216,0.73304653,-2.2140255,-0.5842073,-2.0588675,-2.564754,-0.95738894,-2.5078125,1.4872572
augmented_audio_dataset\House\shift_forward_499.wav,House,-490.06424,6.4679427,3.9328132,1.7472575,-0.50287926,1.4890362,-0.26139545,0.4635728,0.04485644,-1.6819072,0.4499669,1.9007028,-1.341648,1.5280632
augmented_audio_dataset\Seven\shift_forward_1017.wav,Seven,-483.55414,9.572024,1.6716601,3.2530313,2.4881914,-0.5390771,-1.2699572,-0.2375657,0.4856322,1.2943041,0.57236695,-0.14543596,-0.5690053,1.5704309
augmented_audio_dataset\Marvin\reversed_648.wav,Marvin,-530.0996,13.194317,-2.5778491,6.5900536,2.9329052,0.71176255,2.678696,-4.8708043,-0.805888,2.5147612,-1.3053794,-1.1144418,-1.4680761,1.9827554
augmented_audio_dataset\Go\shift_forward_428.wav,Go,-475.5419,18.080511,5.3147907,3.381032,0.6812686,-1.0430222,0.8148997,-0.602341,-0.4442397,-1.1148436,-2.5309148,-0.37346113,-0.6357799,1.3413846
augmented_audio_dataset\Eight\noise_196.wav,Eight,-415.97876,4.941495,-0.92076355,3.6287181,-1.5140274,-1.7601321,-2.8872178,1.3387635,-2.8262224,-0.71447396,-0.88647723,0.94810593,-1.387867,1.194725
augmented_audio_dataset\Bird\reversed_94.wav,Bird,-489.4364,12.4836445,1.538291,0.2982188,1.1313488,-0.36287424,-1.2490805,-1.7963876,-2.2763665,-1.6478937,-0.19193107,-0.9798825,-0.5101839,-0.8755342
augmented_audio_dataset\House\speed_up_541.wav,House,-489.33884,5.973708,2.598386,0.71623456,-0.84537834,1.3712404,0.7368614,-1.9934875,0.32620585,0.94139534,-1.1227837,1.1441237,-0.2325367,0.16709337
augmented_audio_dataset\two\shift_forward_1315.wav,two,-434.98447,11.426153,5.339254,0.07068481,-1.9710838,0.72150075,1.705912,-3.3541205,1.1340353,-3.5559926,-1.7481735,-1.8727864,-2.1470065,1.3980237
augmented_audio_dataset\Eight\shift_forward_203.wav,Eight,-474.43542,6.787541,-0.38571614,4.2537265,0.544135,-3.4388704,-3.1197975,-0.54000145,-2.032305,-2.4702044,-1.0727015,0.3276494,-0.63675594,-0.2836382
augmented_audio_dataset\House\pitch_up_520.wav,House,-521.2086,4.265142,3.6728559,1.0844476,0.017706051,1.8182256,-1.5942607,-0.95192343,2.0313883,-1.2680054,-1.1754311,1.1184202,-0.4153185,-0.26338416
augmented_audio_dataset\Down\volume_down_155.wav,Down,-477.52478,18.48176,1.5526468,2.6801353,-0.57145506,-2.362887,-1.2454096,-1.7591202,-2.8299766,-0.7807756,-1.6764641,-2.0619166,-1.1687411,0.82795805
augmented_audio_dataset\On\pitch_up_870.wav,On,-507.942,16.6871,0.6915325,1.270054,-2.0062273,0.23615612,1.185923,0.33609384,0.26401982,0.023241235,0.49531823,0.8427607,0.23217744,-0.14634681
augmented_audio_dataset\visual\speed_up_1438.wav,visual,-485.18695,14.170074,0.8165944,2.31999,0.21209964,-0.43870884,-3.3259623,0.72961634,-2.5930424,-0.79578334,-1.9992089,-0.21513537,-1.3763208,0.74290526
augmented_audio_dataset\Happy\reversed_449.wav,Happy,-519.5925,12.314675,1.6880549,8.147931,3.7958043,-2.3675406,-1.7382878,-1.0300785,-0.35686553,-0.8601247,-1.535156,0.9062301,-1.1648029,0.8716463
processed_recorded_audio\Happy\Happy_41.wav,Happy,-574.18146,10.560021,-0.29919532,5.5729227,1.9668493,-0.93887174,-1.9945718,-0.65677035,0.26247257,-0.1669361,-1.0732409,0.6844645,-0.50935763,0.27566448
processed_recorded_audio\Eight\Eight_23.wav,Eight,-482.5786,5.364506,-0.72946,2.9469552,0.23754747,-2.6545079,-2.0261226,-0.66720045,-1.6460774,-1.922895,-0.5274241,0.3356486,-0.7341075,-0.22993486
augmented_audio_dataset\Dog\pitch_down_121.wav,Dog,-476.66373,15.926223,2.5256634,1.4041345,-0.60163593,-1.1827651,-2.2548802,0.1414906,-1.5728816,-0.64541125,-2.0224962,-0.00569267,-0.7133091,-0.08607186
augmented_audio_dataset\No\speed_up_739.wav,No,-491.11188,10.853223,1.4309301,4.741042,0.53750306,-2.085163,2.0573695,-0.73004687,1.0289469,0.3116681,0.72360677,-0.17839971,-1.6290767,1.4154581
augmented_audio_dataset\Five\original_230.wav,Five,-522.5425,8.419152,-1.4580107,2.205007,-1.1074281,-2.4398093,-2.8742087,-0.34614912,-1.2477942,-1.898804,0.3720418,0.29528755,-1.846077,0.40317214
augmented_audio_dataset\Nine\volume_up_689.wav,Nine,-526.93994,13.393419,0.31104982,10.234451,2.1656544,-2.4684255,0.30704716,-2.1201398,0.33587423,1.3443286,-0.6466262,-0.35237184,-2.5442314,2.0808845
augmented_audio_dataset\Off\speed_up_791.wav,Off,-509.063,8.258315,2.5753284,0.2233407,-1.425317,-1.0132424,-0.49829742,0.2906069,0.052931465,0.05998021,0.42955288,0.3592368,0.13666934,1.3598689
augmented_audio_dataset\two\speed_up_1297.wav,two,-448.7183,7.8605146,3.5431523,1.6535851,-2.306859,0.0909357,1.2031795,-3.111569,-0.78723943,-2.9751086,-2.1015263,-1.0486361,-2.2031639,1.7276294
augmented_audio_dataset\House\shift_forward_497.wav,House,-516.0615,8.184208,0.9931003,1.1865803,-1.4388388,0.40483588,0.7958337,-1.0587356,0.35974482,1.2715899,-1.9628977,0.9601107,0.046062227,0.3946022
augmented_audio_dataset\two\pitch_up_1287.wav,two,-447.65335,12.222891,4.6476912,-1.2472816,-1.9466156,0.62621194,-0.49302483,-3.9063737,-1.105603,-4.3194246,-0.970533,-2.0248628,1.4612516,-0.203189
augmented_audio_dataset\wow\pitch_down_1461.wav,wow,-435.02847,70.29104,4.1420746,-2.8190107,-13.494336,-4.9522705,5.5648217,-4.2732573,-1.7546399,-2.1272411,-4.365285,-1.8923602,-2.016419,2.6306853
augmented_audio_dataset\Four\shift_backward_375.wav,Four,-472.56226,16.209768,2.9470265,-0.4716449,0.93919927,-2.94558,0.6094063,-0.06308401,0.3286751,-0.30328184,-1.849864,2.0971742,-0.8296147,1.3356785
augmented_audio_dataset\yes\reversed_1504.wav,yes,-481.4764,6.736281,-0.23414004,2.181722,-0.34517267,-0.5499912,-1.328403,-0.36843202,-1.0345283,-0.0698662,-0.7009323,-0.3596792,0.9132544,-0.5764277
augmented_audio_dataset\Seven\noise_1028.wav,Seven,-283.5991,2.8755662,-0.040387414,1.9548044,-0.5087266,0.83323455,-2.509741,0.6805667,-1.1466438,1.5805364,-1.1869717,1.4857651,-0.34460974,1.7898726
augmented_audio_dataset\Backward\shift_forward_20.wav,Backward,-529.44165,22.634165,-2.6748192,-2.4768023,-1.5903721,-1.2453527,-6.2993846,-1.4943255,-1.2855643,-2.3379314,0.011312205,0.2467024,-2.144035,-0.87724584
augmented_audio_dataset\House\shift_backward_501.wav,House,-523.98004,16.184053,2.3372881,0.018572425,-0.2773533,0.029670909,-0.06839662,-0.5713004,0.7519765,0.052248694,-1.0375866,1.4612755,-1.5751152,0.32789105
augmented_audio_dataset\Off\volume_down_817.wav,Off,-504.65436,10.770617,2.809349,0.021650102,-1.3491075,-0.71029913,-0.1627284,-0.54428244,0.13749957,0.0074275923,-0.14298002,0.50943273,0.17986213,1.6031132
augmented_audio_dataset\No\pitch_down_757.wav,No,-512.6961,13.490513,1.5504131,5.4584517,-0.46394736,-1.940409,3.4300342,-0.31119657,-2.4772112,2.6214163,0.043970484,1.7492399,-1.1826638,0.033100657
processed_recorded_audio\yes\yes_33.wav,yes,-480.84927,7.6229987,1.0780317,4.001087,-1.1542401,-1.0521281,-1.8872554,0.15260835,-2.0104723,-1.5279654,-0.3125515,-0.7611618,0.052947316,-0.041363806
augmented_audio_dataset\three\speed_up_1191.wav,three,-499.18307,11.04733,1.3248906,3.3377204,0.80031556,0.09749272,0.107101806,-0.026864884,-1.7834669,-0.12710251,-1.8156874,0.14785402,-1.3452644,0.8344793
augmented_audio_dataset\Seven\pitch_up_990.wav,Seven,-483.48297,12.886226,1.1737628,2.5644348,0.35552248,-1.8875998,-0.6577655,-0.70273715,-0.4606971,0.65153044,-0.17054029,0.67722166,0.7991871,-0.12856933
augmented_audio_dataset\two\shift_backward_1319.wav,two,-437.5201,12.88625,3.6385202,0.589561,-3.0094945,1.0142587,0.3451384,-2.8612757,0.23848209,-3.380256,-1.6242377,-1.4520504,-2.1621966,1.0621375
augmented_audio_dataset\Stop\reversed_1159.wav,Stop,-535.5037,7.8069067,2.0956187,0.95679486,-0.6263373,-0.006425894,0.7955426,-0.59031147,-1.1561769,-0.18275239,0.44813335,0.87967616,0.774497,1.1397427
augmented_audio_dataset\zero\shift_forward_1535.wav,zero,-340.4716,83.00442,0.06150089,9.0644,-3.1486175,5.978165,-8.415337,-1.7616432,-11.292067,-8.314815,-4.4271216,-7.4193807,-0.35471916,1.490834
augmented_audio_dataset\Marvin\shift_backward_676.wav,Marvin,-510.44577,11.569269,-2.393286,5.2259507,1.8010219,-0.8864806,2.875099,-4.6723485,-1.554362,1.763645,-1.093684,-0.081303276,-1.7080939,1.764774
augmented_audio_dataset\Marvin\pitch_up_667.wav,Marvin,-544.5252,10.754203,-1.605499,7.0690746,0.56262827,0.13226622,0.17615154,-4.776065,3.1168828,-0.48477688,-2.3210013,0.14308245,-0.34608212,0.30298674
augmented_audio_dataset\Four\pitch_down_361.wav,Four,-482.84558,14.631475,4.143164,0.2817292,2.5137477,-0.7140238,-0.7447236,0.4247868,-0.78177315,0.48033318,-3.5662422,1.569335,-0.89544696,-0.08970983
augmented_audio_dataset\Four\reversed_367.wav,Four,-463.79572,16.96067,1.7391394,-1.1911873,0.7664307,-2.2034013,0.015103164,-0.6139588,-0.56277055,0.6191585,-1.6871597,1.9755541,-0.46337944,1.1438718
augmented_audio_dataset\tree\volume_up_1236.wav,tree,-485.89456,7.588323,0.16017298,7.234305,-2.4218504,-0.083162785,-0.1314962,-1.2655531,-2.0949233,-3.0641973,0.11882267,-2.4878342,-0.98289925,0.8825007
augmented_audio_dataset\No\speed_up_774.wav,No,-524.63696,11.793529,-0.46155018,4.2043147,-0.8912005,-1.5089766,2.107693,-2.1666222,0.70152086,0.54274684,-0.21896201,0.21642944,-1.2457052,1.0017767
augmented_audio_dataset\yes\shift_forward_1482.wav,yes,-447.39914,19.296728,3.2058241,3.285977,1.8771209,-1.392722,-4.0388756,3.009481,-3.6200814,0.53843796,-1.5969808,0.05457244,1.5614651,-1.5326614
augmented_audio_dataset\two\reversed_1284.wav,two,-439.15112,11.209729,4.654727,0.6619816,-2.556344,-0.5117314,1.9592853,-3.4187648,-0.62483567,-1.9550221,-2.730928,-1.5220395,-2.759043,2.0267162
augmented_audio_dataset\Four\pitch_up_354.wav,Four,-470.58142,13.219273,0.80352426,-0.2572639,0.71140695,-1.5739353,0.78833914,-0.4821774,-0.39810005,-1.3374039,0.78366214,1.2245814,0.23554279,2.5810437
augmented_audio_dataset\Marvin\volume_down_668.wav,Marvin,-533.38635,11.237569,-2.5361156,6.891297,2.2495205,-0.48077485,1.8320725,-5.485565,-0.105135046,3.0387359,-2.2702475,0.35404837,-1.2862899,0.7295945
augmented_audio_dataset\House\pitch_up_518.wav,House,-487.3574,5.238237,2.1053283,0.41509807,0.9604204,2.321593,-1.6751701,-0.65307945,2.8331418,-1.2545614,-0.1055689,1.610592,-0.23590615,0.15198514
augmented_audio_dataset\Right\pitch_down_974.wav,Right,-511.74194,12.255888,1.0720042,4.0112743,3.7830434,-0.34228235,-1.5748024,0.5144542,-0.99036235,-0.9173376,0.42391396,1.3528492,-0.6223296,0.96993124
augmented_audio_dataset\On\pitch_down_824.wav,On,-473.42236,16.984058,4.1215024,1.8808858,-0.80941224,-0.5367525,-0.5842948,-0.00015193186,-0.5838901,1.4195145,0.19084567,-0.20405543,0.0025188907,0.5721904
augmented_audio_dataset\Happy\shift_forward_479.wav,Happy,-580.36786,10.44843,-0.50110936,5.497928,1.9202791,-0.98176855,-2.001538,-0.6662328,0.26685718,-0.16306588,-1.0826709,0.70635915,-0.5328623,0.28765684
